v,t,filtered_v
0.00031,12605.920263,0.313554
0.00035,12605.924263,0.354413
0.00037,12605.928263,0.371293
0.00031,12605.932264,0.313212
0.00033,12605.936264,0.325397
0.00028,12605.940264,0.277694
0.00027,12605.944264,0.270118
0.00019,12605.948264,0.194249
0.00027,12605.952265,0.267518
0.00026,12605.956265,0.255508
0.00027,12605.960265,0.267025
0.00029,12605.964265,0.292301
0.00026,12605.968265,0.260835
0.00021,12605.972265,0.212121
0.00029,12605.976266,0.290134
0.00021,12605.980266,0.213382
0.00019,12605.984266,0.191852
0.00018,12605.988266,0.177418
0.00019,12605.992266,0.18605
0.00016,12605.996267,0.164237
-3e-05,12606.000267,-0.031694
0.00013,12606.004267,0.130248
0.00011,12606.008267,0.111275
0.00012,12606.012267,0.11799
0.00014,12606.016267,0.136037
0.00012,12606.020268,0.115789
9e-05,12606.024268,0.08662
0.00013,12606.028268,0.127505
2e-05,12606.032268,0.023537
0.0002,12606.036268,0.200572
-2e-05,12606.040268,-0.024288
-2e-05,12606.044269,-0.020227
5e-05,12606.048269,0.048235
4e-05,12606.052269,0.037033
0.00011,12606.056269,0.106369
2e-05,12606.060269,0.016009
6e-05,12606.06427,0.060385
6e-05,12606.06827,0.06232
-3e-05,12606.07227,-0.034826
-1e-05,12606.07627,-0.011021
-5e-05,12606.08027,-0.04587
-7e-05,12606.08427,-0.071689
-0.00013,12606.088271,-0.12577
-1e-05,12606.092271,-0.005382
-4e-05,12606.096271,-0.0411
-3e-05,12606.100271,-0.028268
-7e-05,12606.104271,-0.066815
-5e-05,12606.108271,-0.052787
-0.00015,12606.112272,-0.151266
-0.0002,12606.116272,-0.200095
-6e-05,12606.120272,-0.058296
-0.00012,12606.124272,-0.124238
-0.00029,12606.128272,-0.290781
-0.00014,12606.132273,-0.13714
-0.0002,12606.136273,-0.20017
-0.00023,12606.140273,-0.230938
-0.00016,12606.144273,-0.155356
-0.00018,12606.148273,-0.18214
-0.00023,12606.152273,-0.228253
-0.00017,12606.156274,-0.166439
-0.00016,12606.160274,-0.16265
-0.00027,12606.164274,-0.271603
-0.00023,12606.168274,-0.225875
-0.00025,12606.172274,-0.247691
-0.00029,12606.176275,-0.286054
-0.00019,12606.180275,-0.189307
-0.00028,12606.184275,-0.276807
-0.00024,12606.188275,-0.240264
-0.00032,12606.192275,-0.323377
-0.00028,12606.196275,-0.277922
-0.00031,12606.200276,-0.307112
-0.00026,12606.204276,-0.262697
-0.00032,12606.208276,-0.316974
-0.00035,12606.212276,-0.345808
-0.00043,12606.216276,-0.427115
-0.0003,12606.220276,-0.303634
-0.00029,12606.224277,-0.290322
-0.00025,12606.228277,-0.249347
-0.00048,12606.232277,-0.482494
-0.00038,12606.236277,-0.380545
-0.00036,12606.240277,-0.36075
-0.00041,12606.244278,-0.414606
-0.00042,12606.248278,-0.422172
-0.00042,12606.252278,-0.424046
-0.00033,12606.256278,-0.332025
-0.00039,12606.260278,-0.392068
-0.00029,12606.264278,-0.293754
-0.00044,12606.268279,-0.439327
-0.00043,12606.272279,-0.429386
-0.00043,12606.276279,-0.425777
-0.00038,12606.280279,-0.383494
-0.00038,12606.284279,-0.378301
-0.00042,12606.288279,-0.422721
-0.00037,12606.29228,-0.366833
-0.00046,12606.29628,-0.456932
-0.00035,12606.30028,-0.346402
-0.00035,12606.30428,-0.345064
-0.00044,12606.30828,-0.441162
-0.00044,12606.312281,-0.435162
-0.00043,12606.316281,-0.426724
-0.00034,12606.320281,-0.342077
-0.00045,12606.324281,-0.448935
-0.00037,12606.328281,-0.367228
-0.00042,12606.332281,-0.421227
-0.00038,12606.336282,-0.377226
-0.00039,12606.340282,-0.393823
-0.00036,12606.344282,-0.357922
-0.00034,12606.348282,-0.337807
-0.00039,12606.352282,-0.3856
-0.00035,12606.356283,-0.350778
-0.00036,12606.360283,-0.360237
-0.00034,12606.364283,-0.341961
-0.00034,12606.368283,-0.340204
-0.00034,12606.372283,-0.338978
-0.00039,12606.376283,-0.38714
-0.00026,12606.380284,-0.25838
-0.00024,12606.384284,-0.244328
-0.0003,12606.388284,-0.29966
-0.0004,12606.392284,-0.396786
-0.00032,12606.396284,-0.319465
-0.00038,12606.400284,-0.381942
-0.00028,12606.404285,-0.276808
-0.00021,12606.408285,-0.207567
-0.00032,12606.412285,-0.320723
-0.00027,12606.416285,-0.267802
-0.00029,12606.420285,-0.28916
-0.00032,12606.424286,-0.323958
-0.00019,12606.428286,-0.186991
-0.00028,12606.432286,-0.281964
-0.00028,12606.436286,-0.275444
-0.00018,12606.440286,-0.179872
-0.00019,12606.444286,-0.19468
-0.00023,12606.448287,-0.225706
-0.00021,12606.452287,-0.212488
-0.00018,12606.456287,-0.177989
-0.00013,12606.460287,-0.127452
-0.00012,12606.464287,-0.11812
-0.00014,12606.468287,-0.140264
-0.00019,12606.472288,-0.186691
-0.00022,12606.476288,-0.222372
-0.00014,12606.480288,-0.144639
-0.00017,12606.484288,-0.174315
-0.00016,12606.488288,-0.156966
-0.00014,12606.492289,-0.138621
-3e-05,12606.496289,-0.031981
-0.00011,12606.500289,-0.109944
-0.00012,12606.504289,-0.119338
-6e-05,12606.508289,-0.06333
-3e-05,12606.512289,-0.032923
1e-05,12606.51629,0.010637
-6e-05,12606.52029,-0.056557
2e-05,12606.52429,0.02392
0.0,12606.52829,0.000926
-5e-05,12606.53229,-0.045498
-4e-05,12606.536291,-0.040502
6e-05,12606.540291,0.058902
2e-05,12606.544291,0.016147
8e-05,12606.548291,0.077149
0.00013,12606.552291,0.1255
2e-05,12606.556291,0.018803
7e-05,12606.560292,0.074429
0.0001,12606.564292,0.095743
0.00011,12606.568292,0.111085
0.00011,12606.572292,0.10529
0.00013,12606.576292,0.128205
0.00013,12606.580292,0.131293
0.00016,12606.584293,0.16405
7e-05,12606.588293,0.069201
0.00015,12606.592293,0.14738
0.00016,12606.596293,0.158808
0.00024,12606.600293,0.236287
0.00021,12606.604294,0.205916
0.00017,12606.608294,0.167631
0.00017,12606.612294,0.166457
0.00022,12606.616294,0.221279
0.00023,12606.620294,0.22955
0.00029,12606.624294,0.287076
0.00019,12606.628295,0.191095
0.00024,12606.632295,0.243055
0.0002,12606.636295,0.204638
0.00029,12606.640295,0.285963
0.00019,12606.644295,0.190692
0.00033,12606.648295,0.327748
0.00021,12606.652296,0.212455
0.0003,12606.656296,0.297952
0.00021,12606.660296,0.208779
0.00033,12606.664296,0.328543
0.00038,12606.668296,0.375285
0.00041,12606.672297,0.411088
0.00092,12606.676297,0.91991
0.00148,12606.680297,1.484657
0.00098,12606.684297,0.981136
0.00049,12606.688297,0.49093
0.00039,12606.692297,0.392953
0.00032,12606.696298,0.318796
0.00035,12606.700298,0.349153
0.00037,12606.704298,0.374069
0.00037,12606.708298,0.36876
0.00034,12606.712298,0.339663
0.00042,12606.716299,0.416398
0.00033,12606.720299,0.331574
0.00036,12606.724299,0.362378
0.00042,12606.728299,0.41562
0.00047,12606.732299,0.470966
0.00036,12606.736299,0.363079
0.00035,12606.7403,0.347331
0.00048,12606.7443,0.475833
0.00044,12606.7483,0.437634
0.00042,12606.7523,0.423001
0.00033,12606.7563,0.332531
0.00049,12606.7603,0.494069
0.0003,12606.764301,0.300816
0.00043,12606.768301,0.428112
0.00034,12606.772301,0.339668
0.00043,12606.776301,0.430628
0.00033,12606.780301,0.331968
0.00032,12606.784302,0.319151
0.00035,12606.788302,0.34834
0.00045,12606.792302,0.446086
0.00042,12606.796302,0.418258
0.00037,12606.800302,0.37458
0.00043,12606.804302,0.426065
0.00045,12606.808303,0.447527
0.00039,12606.812303,0.386175
0.00046,12606.816303,0.457456
0.00035,12606.820303,0.349061
0.00031,12606.824303,0.313971
0.00045,12606.828303,0.449716
0.00034,12606.832304,0.337205
0.00042,12606.836304,0.418154
0.00038,12606.840304,0.381975
0.00028,12606.844304,0.27586
0.00022,12606.848304,0.22392
0.00039,12606.852305,0.394746
0.00031,12606.856305,0.308618
0.00025,12606.860305,0.254877
0.00024,12606.864305,0.240939
0.00038,12606.868305,0.3834
0.00035,12606.872305,0.348476
0.00035,12606.876306,0.348923
0.00033,12606.880306,0.334867
0.00017,12606.884306,0.173444
0.00027,12606.888306,0.265263
0.00031,12606.892306,0.31115
0.00027,12606.896307,0.269206
0.00024,12606.900307,0.235174
0.00025,12606.904307,0.249014
0.00016,12606.908307,0.160385
0.00021,12606.912307,0.21314
0.00015,12606.916307,0.154684
0.00019,12606.920308,0.187243
0.00027,12606.924308,0.271135
0.00019,12606.928308,0.186572
0.00016,12606.932308,0.162943
0.00023,12606.936308,0.226078
0.00011,12606.940308,0.110729
0.00015,12606.944309,0.151748
0.00024,12606.948309,0.239201
0.00018,12606.952309,0.182596
7e-05,12606.956309,0.06729
1e-05,12606.960309,0.014003
0.00015,12606.96431,0.15029
4e-05,12606.96831,0.038954
0.00011,12606.97231,0.105247
0.00015,12606.97631,0.148841
0.00014,12606.98031,0.135301
9e-05,12606.98431,0.090941
5e-05,12606.988311,0.053394
5e-05,12606.992311,0.049837
7e-05,12606.996311,0.065371
1e-05,12607.000311,0.005945
-3e-05,12607.004311,-0.034486
-4e-05,12607.008311,-0.038355
-4e-05,12607.012312,-0.04408
1e-05,12607.016312,0.007404
-0.00012,12607.020312,-0.122765
-4e-05,12607.024312,-0.036017
-4e-05,12607.028312,-0.04456
-0.0,12607.032313,-0.00381
-8e-05,12607.036313,-0.084571
-3e-05,12607.040313,-0.031598
-0.00023,12607.044313,-0.232167
-0.00012,12607.048313,-0.122378
-0.00015,12607.052313,-0.15101
-0.00024,12607.056314,-0.236843
-0.00013,12607.060314,-0.128883
-0.00023,12607.064314,-0.232303
-0.00018,12607.068314,-0.184587
-0.00021,12607.072314,-0.206012
-0.0002,12607.076315,-0.203512
-0.00021,12607.080315,-0.211068
-0.00019,12607.084315,-0.186155
-0.00015,12607.088315,-0.153407
-0.00029,12607.092315,-0.288829
-0.00028,12607.096315,-0.275062
-0.00019,12607.100316,-0.185713
-0.00027,12607.104316,-0.269105
-0.00026,12607.108316,-0.262722
-0.00018,12607.112316,-0.18487
-0.0003,12607.116316,-0.295965
-0.00027,12607.120316,-0.267127
-0.00029,12607.124317,-0.287896
-0.00032,12607.128317,-0.315726
-0.00022,12607.132317,-0.220507
-0.00027,12607.136317,-0.268655
-0.00031,12607.140317,-0.307318
-0.00024,12607.144318,-0.24419
-0.00033,12607.148318,-0.326039
-0.00034,12607.152318,-0.337945
-0.00025,12607.156318,-0.253193
-0.00034,12607.160318,-0.339601
-0.00029,12607.164318,-0.293601
-0.00038,12607.168319,-0.375512
-0.00028,12607.172319,-0.284137
-0.00037,12607.176319,-0.36922
-0.0004,12607.180319,-0.396495
-0.0004,12607.184319,-0.397148
-0.00042,12607.188319,-0.420051
-0.00039,12607.19232,-0.385849
-0.0004,12607.19632,-0.404123
-0.00041,12607.20032,-0.410722
-0.0003,12607.20432,-0.304632
-0.00043,12607.20832,-0.434933
-0.00035,12607.212321,-0.345702
-0.00033,12607.216321,-0.325235
-0.00039,12607.220321,-0.392317
-0.00035,12607.224321,-0.35114
-0.00036,12607.228321,-0.362773
-0.00034,12607.232321,-0.336798
-0.00033,12607.236322,-0.326017
-0.00037,12607.240322,-0.367499
-0.00036,12607.244322,-0.356968
-0.00034,12607.248322,-0.344219
-0.00042,12607.252322,-0.41645
-0.00045,12607.256323,-0.44807
-0.00033,12607.260323,-0.330672
-0.00045,12607.264323,-0.449131
-0.00042,12607.268323,-0.41949
-0.00035,12607.272323,-0.349008
-0.00038,12607.276323,-0.382401
-0.00046,12607.280324,-0.460122
-0.00047,12607.284324,-0.468167
-0.00041,12607.288324,-0.410937
-0.00036,12607.292324,-0.363014
-0.00031,12607.296324,-0.313394
-0.00036,12607.300324,-0.362334
-0.0004,12607.304325,-0.397818
-0.00037,12607.308325,-0.366579
-0.00032,12607.312325,-0.316635
-0.00029,12607.316325,-0.29137
-0.00034,12607.320325,-0.335819
-0.00029,12607.324326,-0.288471
-0.00031,12607.328326,-0.312044
-0.00036,12607.332326,-0.362991
-0.00032,12607.336326,-0.324977
-0.00029,12607.340326,-0.290169
-0.00025,12607.344326,-0.246155
-0.00035,12607.348327,-0.347453
-0.0004,12607.352327,-0.396913
-0.00026,12607.356327,-0.259049
-0.00027,12607.360327,-0.268357
-0.00029,12607.364327,-0.289649
-0.00026,12607.368327,-0.26352
-0.00026,12607.372328,-0.258707
-0.00028,12607.376328,-0.28151
-0.0003,12607.380328,-0.296139
-0.0002,12607.384328,-0.201293
-0.00023,12607.388328,-0.225164
-0.00024,12607.392329,-0.244514
-0.00023,12607.396329,-0.226064
-0.00019,12607.400329,-0.185572
-0.00024,12607.404329,-0.240516
-0.00015,12607.408329,-0.15314
-0.0002,12607.412329,-0.202014
-0.00012,12607.41633,-0.123956
-0.00018,12607.42033,-0.179511
-8e-05,12607.42433,-0.077552
-0.0002,12607.42833,-0.204537
-0.00018,12607.43233,-0.175753
-0.00024,12607.436331,-0.240384
-9e-05,12607.440331,-0.093209
-4e-05,12607.444331,-0.042533
-8e-05,12607.448331,-0.077002
-9e-05,12607.452331,-0.093785
-8e-05,12607.456331,-0.078888
-0.00014,12607.460332,-0.135968
-4e-05,12607.464332,-0.041671
6e-05,12607.468332,0.061769
-1e-05,12607.472332,-0.006235
-3e-05,12607.476332,-0.033738
-2e-05,12607.480332,-0.016009
3e-05,12607.484333,0.033776
-2e-05,12607.488333,-0.018055
6e-05,12607.492333,0.061074
0.0001,12607.496333,0.1
4e-05,12607.500333,0.043964
4e-05,12607.504334,0.035263
0.00013,12607.508334,0.13093
1e-05,12607.512334,0.005794
0.00011,12607.516334,0.105308
0.00011,12607.520334,0.114894
0.00018,12607.524334,0.18067
0.00012,12607.528335,0.121448
9e-05,12607.532335,0.094652
0.00014,12607.536335,0.137585
0.00016,12607.540335,0.159156
0.00021,12607.544335,0.212493
0.00019,12607.548335,0.19192
0.00021,12607.552336,0.214562
0.00021,12607.556336,0.207881
0.00022,12607.560336,0.217416
0.00037,12607.564336,0.368433
0.00021,12607.568336,0.21257
0.0002,12607.572337,0.196055
0.00031,12607.576337,0.309156
0.00024,12607.580337,0.239161
0.00026,12607.584337,0.261576
0.00029,12607.588337,0.29157
0.00023,12607.592337,0.23317
0.0003,12607.596338,0.295813
0.00029,12607.600338,0.291848
0.0003,12607.604338,0.302465
0.00033,12607.608338,0.328951
0.00037,12607.612338,0.367635
0.00093,12607.616339,0.932511
0.00145,12607.620339,1.453108
0.00097,12607.624339,0.967389
0.00048,12607.628339,0.484178
0.00042,12607.632339,0.419132
0.00041,12607.636339,0.409072
0.00043,12607.64034,0.430123
0.00031,12607.64434,0.305125
0.00039,12607.64834,0.386546
0.00031,12607.65234,0.308559
0.00037,12607.65634,0.373675
0.00037,12607.66034,0.3716
0.00042,12607.664341,0.416818
0.00041,12607.668341,0.413077
0.00035,12607.672341,0.353734
0.00029,12607.676341,0.292137
0.00036,12607.680341,0.356064
0.00041,12607.684342,0.413681
0.00036,12607.688342,0.357873
0.00032,12607.692342,0.320257
0.0004,12607.696342,0.398738
0.00044,12607.700342,0.437623
0.00041,12607.704342,0.411466
0.00044,12607.708343,0.443641
0.00042,12607.712343,0.419743
0.00046,12607.716343,0.457909
0.00039,12607.720343,0.392836
0.00043,12607.724343,0.425602
0.00043,12607.728343,0.430159
0.00041,12607.732344,0.409558
0.0004,12607.736344,0.395901
0.00032,12607.740344,0.321886
0.00041,12607.744344,0.407172
0.00027,12607.748344,0.273346
0.00046,12607.752345,0.459548
0.00037,12607.756345,0.374918
0.00039,12607.760345,0.385016
0.00033,12607.764345,0.331611
0.00029,12607.768345,0.287436
0.00035,12607.772345,0.351861
0.00038,12607.776346,0.3812
0.00027,12607.780346,0.265113
0.00035,12607.784346,0.353144
0.00048,12607.788346,0.476572
0.00039,12607.792346,0.387348
0.00026,12607.796347,0.261082
0.00035,12607.800347,0.35368
0.00036,12607.804347,0.362298
0.00036,12607.808347,0.35715
0.00032,12607.812347,0.319081
0.00033,12607.816347,0.326831
0.00031,12607.820348,0.31482
0.00019,12607.824348,0.185063
0.00032,12607.828348,0.318721
0.00026,12607.832348,0.257898
0.00014,12607.836348,0.139736
0.00034,12607.840348,0.336331
0.00025,12607.844349,0.254196
0.00031,12607.848349,0.306218
0.00012,12607.852349,0.119852
0.00014,12607.856349,0.142163
0.00019,12607.860349,0.192579
0.00014,12607.86435,0.141784
0.00024,12607.86835,0.238889
0.00028,12607.87235,0.280693
0.00016,12607.87635,0.155118
0.00024,12607.88035,0.243891
0.00019,12607.88435,0.190922
0.00016,12607.888351,0.162673
0.00015,12607.892351,0.148519
0.00018,12607.896351,0.175967
0.00013,12607.900351,0.128745
6e-05,12607.904351,0.059945
0.00019,12607.908351,0.186289
9e-05,12607.912352,0.091386
3e-05,12607.916352,0.03192
-3e-05,12607.920352,-0.027907
5e-05,12607.924352,0.049879
2e-05,12607.928352,0.01857
4e-05,12607.932353,0.04004
-2e-05,12607.936353,-0.020127
6e-05,12607.940353,0.060417
-4e-05,12607.944353,-0.041868
1e-05,12607.948353,0.013691
-3e-05,12607.952353,-0.02863
-6e-05,12607.956354,-0.064781
-9e-05,12607.960354,-0.089583
-0.0001,12607.964354,-0.096258
-2e-05,12607.968354,-0.023658
-0.0001,12607.972354,-0.102675
-0.0001,12607.976355,-0.099246
-8e-05,12607.980355,-0.077338
-0.0001,12607.984355,-0.097215
-0.0002,12607.988355,-0.201224
-0.00014,12607.992355,-0.141442
-9e-05,12607.996355,-0.091656
-9e-05,12608.000356,-0.087819
-0.00021,12608.004356,-0.213882
-0.00013,12608.008356,-0.126155
-0.00019,12608.012356,-0.192072
-0.00018,12608.016356,-0.17508
-0.00014,12608.020356,-0.135197
-0.00016,12608.024357,-0.158332
-0.00021,12608.028357,-0.210187
-0.00018,12608.032357,-0.183184
-0.00026,12608.036357,-0.262566
-0.00017,12608.040357,-0.173896
-0.00024,12608.044358,-0.243702
-0.00021,12608.048358,-0.206738
-0.00024,12608.052358,-0.241608
-0.00023,12608.056358,-0.233215
-0.00031,12608.060358,-0.307704
-0.00022,12608.064358,-0.222008
-0.00024,12608.068359,-0.24276
-0.00025,12608.072359,-0.246317
-0.0002,12608.076359,-0.198518
-0.00035,12608.080359,-0.354369
-0.00035,12608.084359,-0.35076
-0.00035,12608.088359,-0.346056
-0.00027,12608.09236,-0.271401
-0.0003,12608.09636,-0.303289
-0.00045,12608.10036,-0.450766
-0.00034,12608.10436,-0.339727
-0.00049,12608.10836,-0.48787
-0.0004,12608.112361,-0.396275
-0.00034,12608.116361,-0.34133
-0.00028,12608.120361,-0.275483
-0.00041,12608.124361,-0.41079
-0.00034,12608.128361,-0.340777
-0.00038,12608.132361,-0.38047
-0.00036,12608.136362,-0.355926
-0.00037,12608.140362,-0.37427
-0.00032,12608.144362,-0.320373
-0.00042,12608.148362,-0.41874
-0.00046,12608.152362,-0.461775
-0.00038,12608.156363,-0.37532
-0.0004,12608.160363,-0.404097
-0.00036,12608.164363,-0.363134
-0.00044,12608.168363,-0.439423
-0.00043,12608.172363,-0.425558
-0.00045,12608.176363,-0.450052
-0.00034,12608.180364,-0.341972
-0.00043,12608.184364,-0.433466
-0.0004,12608.188364,-0.398595
-0.00037,12608.192364,-0.374004
-0.00032,12608.196364,-0.318745
-0.0004,12608.200364,-0.395276
-0.00038,12608.204365,-0.378462
-0.00035,12608.208365,-0.354729
-0.00032,12608.212365,-0.322898
-0.00035,12608.216365,-0.349849
-0.0004,12608.220365,-0.398782
-0.00036,12608.224366,-0.363438
-0.0004,12608.228366,-0.400958
-0.00029,12608.232366,-0.290748
-0.00044,12608.236366,-0.435868
-0.0003,12608.240366,-0.297203
-0.00031,12608.244366,-0.313633
-0.00044,12608.248367,-0.437756
-0.00041,12608.252367,-0.408232
-0.00032,12608.256367,-0.318589
-0.00031,12608.260367,-0.307656
-0.0003,12608.264367,-0.297713
-0.00031,12608.268367,-0.306086
-0.00027,12608.272368,-0.266805
-0.0003,12608.276368,-0.304488
-0.00041,12608.280368,-0.406442
-0.0003,12608.284368,-0.295439
-0.00029,12608.288368,-0.292495
-0.00029,12608.292369,-0.287741
-0.00031,12608.296369,-0.313927
-0.0003,12608.300369,-0.301026
-0.00035,12608.304369,-0.347346
-0.00031,12608.308369,-0.310532
-0.00018,12608.312369,-0.178842
-0.00031,12608.31637,-0.314607
-0.00024,12608.32037,-0.241354
-0.00028,12608.32437,-0.275845
-0.00015,12608.32837,-0.148365
-0.00021,12608.33237,-0.214376
-0.0002,12608.336371,-0.195307
-0.00023,12608.340371,-0.227583
-0.00029,12608.344371,-0.294945
-0.0002,12608.348371,-0.201935
-0.00012,12608.352371,-0.11578
-0.00013,12608.356371,-0.125655
-7e-05,12608.360372,-0.065445
-0.00013,12608.364372,-0.126514
-9e-05,12608.368372,-0.092084
-0.00019,12608.372372,-0.190117
-9e-05,12608.376372,-0.092763
-0.00013,12608.380372,-0.129034
-7e-05,12608.384373,-0.06957
-4e-05,12608.388373,-0.039401
-0.0001,12608.392373,-0.102718
-5e-05,12608.396373,-0.049328
-3e-05,12608.400373,-0.029643
-1e-05,12608.404374,-0.005881
-3e-05,12608.408374,-0.027725
-4e-05,12608.412374,-0.04401
-5e-05,12608.416374,-0.053305
0.0001,12608.420374,0.103966
2e-05,12608.424374,0.018721
-5e-05,12608.428375,-0.054687
0.00011,12608.432375,0.106649
0.0001,12608.436375,0.097429
0.00017,12608.440375,0.169326
0.00011,12608.444375,0.106108
1e-05,12608.448375,0.006602
9e-05,12608.452376,0.088431
2e-05,12608.456376,0.016562
0.00013,12608.460376,0.127153
0.00021,12608.464376,0.20823
0.00023,12608.468376,0.230947
0.00013,12608.472377,0.133319
0.00016,12608.476377,0.163903
0.00014,12608.480377,0.136926
0.00016,12608.484377,0.160639
9e-05,12608.488377,0.094553
0.00024,12608.492377,0.242126
0.00023,12608.496378,0.229251
0.00015,12608.500378,0.14722
0.00028,12608.504378,0.27812
0.00025,12608.508378,0.252715
0.00026,12608.512378,0.263768
0.00016,12608.516379,0.164373
0.00028,12608.520379,0.279763
0.00028,12608.524379,0.275019
0.00022,12608.528379,0.222411
0.00031,12608.532379,0.307674
0.0004,12608.536379,0.395203
0.00027,12608.54038,0.266016
0.00028,12608.54438,0.279644
0.0003,12608.54838,0.295677
0.00036,12608.55238,0.36121
0.00087,12608.55638,0.867749
0.00155,12608.56038,1.546942
0.00097,12608.564381,0.974832
0.00034,12608.568381,0.342749
0.00028,12608.572381,0.281594
0.00039,12608.576381,0.3928
0.00033,12608.580381,0.33454
0.00034,12608.584382,0.340614
0.00042,12608.588382,0.418224
0.0003,12608.592382,0.301397
0.00033,12608.596382,0.327924
0.00033,12608.600382,0.334065
0.00039,12608.604382,0.385306
0.00048,12608.608383,0.483192
0.00051,12608.612383,0.511415
0.00037,12608.616383,0.368817
0.00045,12608.620383,0.451709
0.00043,12608.624383,0.427189
0.00036,12608.628383,0.358307
0.00029,12608.632384,0.291045
0.00047,12608.636384,0.465839
0.00036,12608.640384,0.359925
0.00051,12608.644384,0.514277
0.00042,12608.648384,0.418921
0.00043,12608.652385,0.426229
0.0004,12608.656385,0.395474
0.0004,12608.660385,0.398764
0.0004,12608.664385,0.402837
0.00042,12608.668385,0.420056
0.00037,12608.672385,0.37463
0.00034,12608.676386,0.341854
0.00044,12608.680386,0.442342
0.00036,12608.684386,0.356529
0.00031,12608.688386,0.314938
0.00043,12608.692386,0.425117
0.00039,12608.696387,0.386048
0.00036,12608.700387,0.364978
0.00033,12608.704387,0.332741
0.00035,12608.708387,0.346347
0.00031,12608.712387,0.311763
0.00048,12608.716387,0.475431
0.00038,12608.720388,0.380055
0.00038,12608.724388,0.377261
0.00036,12608.728388,0.362476
0.00033,12608.732388,0.33338
0.00041,12608.736388,0.405637
0.00026,12608.740388,0.259186
0.00033,12608.744389,0.333978
0.00031,12608.748389,0.313748
0.00022,12608.752389,0.221763
0.00038,12608.756389,0.382738
0.00026,12608.760389,0.255141
0.00029,12608.76439,0.290297
0.00028,12608.76839,0.283071
0.00023,12608.77239,0.227286
0.00031,12608.77639,0.311289
0.00021,12608.78039,0.205558
0.00027,12608.78439,0.265179
9e-05,12608.788391,0.094323
0.00026,12608.792391,0.261297
0.00017,12608.796391,0.174736
0.00024,12608.800391,0.238005
0.00025,12608.804391,0.247781
0.00014,12608.808391,0.144307
0.00021,12608.812392,0.205799
0.00015,12608.816392,0.146833
0.00019,12608.820392,0.193519
9e-05,12608.824392,0.091764
0.00015,12608.828392,0.154406
6e-05,12608.832393,0.063011
0.00022,12608.836393,0.220354
0.00015,12608.840393,0.145211
0.00014,12608.844393,0.141471
0.0001,12608.848393,0.102455
2e-05,12608.852393,0.022846
0.00016,12608.856394,0.163437
9e-05,12608.860394,0.090626
8e-05,12608.864394,0.075142
4e-05,12608.868394,0.04409
-4e-05,12608.872394,-0.042404
5e-05,12608.876395,0.051427
3e-05,12608.880395,0.029468
-1e-05,12608.884395,-0.009674
2e-05,12608.888395,0.01669
-3e-05,12608.892395,-0.031551
-3e-05,12608.896395,-0.034998
-1e-05,12608.900396,-0.006148
-0.0,12608.904396,-0.003438
-0.00011,12608.908396,-0.112436
0.0,12608.912396,0.000992
-6e-05,12608.916396,-0.064725
-0.0002,12608.920396,-0.19865
-0.00012,12608.924397,-0.117632
-0.00016,12608.928397,-0.156841
-3e-05,12608.932397,-0.029044
-0.00019,12608.936397,-0.192493
-0.00013,12608.940397,-0.13445
-0.00013,12608.944398,-0.12804
-0.00015,12608.948398,-0.149182
-0.00021,12608.952398,-0.209939
-0.00019,12608.956398,-0.190947
-0.00013,12608.960398,-0.126388
-0.00025,12608.964398,-0.24667
-0.00017,12608.968399,-0.172182
-0.00019,12608.972399,-0.187014
-0.00023,12608.976399,-0.233598
-0.00023,12608.980399,-0.233176
-0.0002,12608.984399,-0.203721
-0.00024,12608.988399,-0.237894
-0.00032,12608.9924,-0.318025
-0.00023,12608.9964,-0.231057
-0.00032,12609.0004,-0.320401
-0.00026,12609.0044,-0.260649
-0.00026,12609.0084,-0.261543
-0.00034,12609.012401,-0.339459
-0.00031,12609.016401,-0.308986
-0.00035,12609.020401,-0.345891
-0.00035,12609.024401,-0.349754
-0.00036,12609.028401,-0.362019
-0.0003,12609.032401,-0.298836
-0.0003,12609.036402,-0.297336
-0.00035,12609.040402,-0.351097
-0.0004,12609.044402,-0.402627
-0.00029,12609.048402,-0.290581
-0.00034,12609.052402,-0.340111
-0.00035,12609.056403,-0.352285
-0.00039,12609.060403,-0.391122
-0.00025,12609.064403,-0.246097
-0.00039,12609.068403,-0.387312
-0.00033,12609.072403,-0.329443
-0.0003,12609.076403,-0.30088
-0.00038,12609.080404,-0.37648
-0.00033,12609.084404,-0.330828
-0.00039,12609.088404,-0.390344
-0.00031,12609.092404,-0.309182
-0.0004,12609.096404,-0.403514
-0.00033,12609.100404,-0.328315
-0.00045,12609.104405,-0.45266
-0.00033,12609.108405,-0.326103
-0.00036,12609.112405,-0.363026
-0.00039,12609.116405,-0.391336
-0.00044,12609.120405,-0.438935
-0.00034,12609.124406,-0.344044
-0.00037,12609.128406,-0.370273
-0.00037,12609.132406,-0.369861
-0.00042,12609.136406,-0.415551
-0.0004,12609.140406,-0.404315
-0.00038,12609.144406,-0.375432
-0.00044,12609.148407,-0.43723
-0.00036,12609.152407,-0.360076
-0.00039,12609.156407,-0.385064
-0.00045,12609.160407,-0.450723
-0.00036,12609.164407,-0.364262
-0.00037,12609.168407,-0.365152
-0.00033,12609.172408,-0.329425
-0.00045,12609.176408,-0.448056
-0.0004,12609.180408,-0.401584
-0.0004,12609.184408,-0.402882
-0.00033,12609.188408,-0.327124
-0.00026,12609.192409,-0.264484
-0.0003,12609.196409,-0.304172
